USERID,最近一次消费间隔,年消费次数,年消费金额,R,F,M,RFM,Label
102175,618,1,699.0,3,1,4,314,潜力客户
76400,541,2,710.9,4,2,4,424,重要深耕客户
55385,618,1,688.0,3,1,4,314,潜力客户
149378,618,1,638.0,3,1,4,314,潜力客户
150299,584,2,768.0,3,2,4,324,潜力客户
94852,618,1,499.0,3,1,4,314,潜力客户
86881,618,1,468.0,3,1,4,314,潜力客户
124302,548,3,536.0,4,3,4,434,重要深耕客户
163152,503,2,404.0,5,2,4,524,重要价值客户
97079,543,2,462.0,4,2,4,424,重要深耕客户
110319,618,1,359.0,3,1,4,314,潜力客户
147680,618,1,328.0,3,1,4,314,潜力客户
109424,552,2,354.0,4,2,4,424,重要深耕客户
69435,618,1,299.0,3,1,3,313,潜力客户
83217,618,1,299.0,3,1,3,313,潜力客户
87927,618,1,295.0,3,1,3,313,潜力客户
72684,618,1,294.0,3,1,3,313,潜力客户
122012,618,1,218.0,3,1,3,313,潜力客户
94907,580,2,238.0,4,2,3,423,重要深耕客户
52407,534,2,211.9,4,2,3,423,重要深耕客户
148420,618,1,199.0,3,1,3,313,潜力客户
136961,584,2,213.5,3,2,3,323,潜力客户
100028,618,1,198.0,3,1,3,313,潜力客户
79447,618,1,195.0,3,1,3,313,潜力客户
95412,618,1,178.0,3,1,3,313,潜力客户
57037,618,1,149.0,3,1,3,313,潜力客户
128539,618,1,119.0,3,1,3,313,潜力客户
115259,618,1,109.0,3,1,3,313,潜力客户
146906,618,1,99.9,3,1,3,313,潜力客户
119808,463,2,177.0,5,2,3,523,重要价值客户
142939,566,2,638.0,4,2,4,424,重要深耕客户
142151,618,1,99.0,3,1,3,313,潜力客户
79019,618,1,89.0,3,1,3,313,潜力客户
122500,618,1,88.0,3,1,3,313,潜力客户
109750,618,1,85.0,3,1,3,313,潜力客户
87889,618,1,69.0,3,1,3,313,潜力客户
123552,489,2,135.0,5,2,3,523,重要价值客户
163411,618,1,65.0,3,1,3,313,潜力客户
135925,618,1,59.0,3,1,2,312,潜力客户
60963,618,1,59.0,3,1,2,312,潜力客户
129951,618,1,59.0,3,1,2,312,潜力客户
136389,532,2,458.0,4,2,4,424,重要深耕客户
60405,618,1,56.0,3,1,2,312,潜力客户
133180,618,1,49.0,3,1,2,312,潜力客户
100374,461,2,57.6,5,2,2,522,重要价值客户
129431,618,1,49.0,3,1,2,312,潜力客户
73541,618,1,39.9,3,1,2,312,潜力客户
56836,618,1,32.8,3,1,2,312,潜力客户
93730,610,2,231.0,3,2,3,323,潜力客户
125568,618,1,29.0,3,1,2,312,潜力客户
160036,618,1,29.0,3,1,2,312,潜力客户
131344,618,1,29.0,3,1,2,312,潜力客户
98555,618,1,29.0,3,1,2,312,潜力客户
137472,463,2,1527.0,5,2,4,524,重要价值客户
89210,618,1,27.9,3,1,2,312,潜力客户
150775,618,1,22.9,3,1,2,312,潜力客户
136428,618,1,22.0,3,1,2,312,潜力客户
57377,618,1,21.9,3,1,2,312,潜力客户
80512,618,1,21.9,3,1,2,312,潜力客户
115187,567,2,41.8,4,2,2,422,重要深耕客户
162600,618,1,19.9,3,1,2,312,潜力客户
149266,618,1,19.9,3,1,2,312,潜力客户
70953,618,1,19.9,3,1,2,312,潜力客户
141293,618,1,19.0,3,1,2,312,潜力客户
109059,618,1,18.8,3,1,2,312,潜力客户
61711,618,1,18.2,3,1,2,312,潜力客户
52545,618,1,18.0,3,1,2,312,潜力客户
128422,618,1,18.0,3,1,2,312,潜力客户
154936,618,1,17.9,3,1,2,312,潜力客户
128648,618,1,17.9,3,1,2,312,潜力客户
74280,618,1,17.0,3,1,2,312,潜力客户
80718,618,1,13.9,3,1,1,311,潜力客户
101306,618,1,13.2,3,1,1,311,潜力客户
119400,618,1,12.9,3,1,1,311,潜力客户
105582,618,1,12.0,3,1,1,311,潜力客户
163841,618,1,11.9,3,1,1,311,潜力客户
135966,609,2,1360.9,3,2,4,324,潜力客户
71411,618,1,11.9,3,1,1,311,潜力客户
109975,618,1,11.9,3,1,1,311,潜力客户
143487,492,2,3010.0,5,2,5,525,重要价值客户
64170,530,2,2909.9,4,2,5,425,重要深耕客户
156564,618,1,9.9,3,1,1,311,潜力客户
81088,587,2,18.8,3,2,2,322,潜力客户
131169,500,3,106.8,5,3,3,533,重要价值客户
89443,618,1,9.9,3,1,1,311,潜力客户
125289,618,1,9.9,3,1,1,311,潜力客户
157461,618,1,9.9,3,1,1,311,潜力客户
125690,469,2,3395.9,5,2,5,525,重要价值客户
114196,618,1,9.9,3,1,1,311,潜力客户
142892,618,1,9.9,3,1,1,311,潜力客户
89802,618,1,9.9,3,1,1,311,潜力客户
91645,618,1,9.9,3,1,1,311,潜力客户
135013,481,2,33.8,5,2,2,522,重要价值客户
57155,618,1,9.9,3,1,1,311,潜力客户
101150,618,1,9.9,3,1,1,311,潜力客户
159220,618,1,9.8,3,1,1,311,潜力客户
160008,618,1,9.0,3,1,1,311,潜力客户
122223,618,1,8.9,3,1,1,311,潜力客户
90472,469,2,3507.9,5,2,5,525,重要价值客户
102014,618,1,7.8,3,1,1,311,潜力客户
72029,618,1,7.8,3,1,1,311,潜力客户
159865,618,1,6.8,3,1,1,311,潜力客户
87621,618,1,6.0,3,1,1,311,潜力客户
83880,558,2,403.9,4,2,4,424,重要深耕客户
130839,535,2,10.4,4,2,1,421,重要深耕客户
80137,618,1,0.5,3,1,1,311,潜力客户
103587,617,1,6599.0,3,1,5,315,潜力客户
71258,617,1,6499.0,3,1,5,315,潜力客户
80310,617,1,5199.0,3,1,5,315,潜力客户
76160,617,1,4899.0,3,1,5,315,潜力客户
54209,617,1,3999.0,3,1,5,315,潜力客户
62197,617,1,3999.0,3,1,5,315,潜力客户
123922,617,1,3798.0,3,1,5,315,潜力客户
86588,617,2,3706.9,3,2,5,325,潜力客户
137684,617,1,3599.0,3,1,5,315,潜力客户
83959,469,3,3634.8,5,3,5,535,重要价值客户
71935,617,1,3488.0,3,1,5,315,潜力客户
157642,617,1,3344.0,3,1,5,315,潜力客户
53471,617,1,3299.0,3,1,5,315,潜力客户
93321,611,2,7686.0,3,2,5,325,潜力客户
163618,617,1,3199.0,3,1,5,315,潜力客户
87477,617,1,2679.0,3,1,5,315,潜力客户
149403,617,1,2588.0,3,1,5,315,潜力客户
150006,510,3,5537.8,5,3,5,535,重要价值客户
156227,465,3,2437.3,5,3,5,535,重要价值客户
157299,617,1,2059.0,3,1,4,314,潜力客户
76048,611,2,2032.9,3,2,4,324,潜力客户
133511,617,1,1699.0,3,1,4,314,潜力客户
70303,617,1,1299.0,3,1,4,314,潜力客户
72196,617,1,1260.0,3,1,4,314,潜力客户
111079,617,1,1099.0,3,1,4,314,潜力客户
144377,536,2,1000.9,4,2,4,424,重要深耕客户
76811,617,1,939.0,3,1,4,314,潜力客户
130138,617,1,799.0,3,1,4,314,潜力客户
150684,617,1,709.0,3,1,4,314,潜力客户
145262,617,1,599.0,3,1,4,314,潜力客户
126724,617,1,558.0,3,1,4,314,潜力客户
131115,617,1,499.0,3,1,4,314,潜力客户
118376,481,2,498.9,5,2,4,524,重要价值客户
154738,617,1,399.0,3,1,4,314,潜力客户
128470,617,1,369.0,3,1,4,314,潜力客户
145480,617,1,319.0,3,1,4,314,潜力客户
88082,617,1,298.0,3,1,3,313,潜力客户
156739,617,1,199.0,3,1,3,313,潜力客户
111740,617,1,199.0,3,1,3,313,潜力客户
88574,558,2,898.0,4,2,4,424,重要深耕客户
55111,617,1,199.0,3,1,3,313,潜力客户
85858,617,1,199.0,3,1,3,313,潜力客户
129716,511,2,4198.0,5,2,5,525,重要价值客户
123210,617,1,189.0,3,1,3,313,潜力客户
152472,617,1,179.0,3,1,3,313,潜力客户
87053,496,2,1778.0,5,2,4,524,重要价值客户
129719,527,2,508.0,4,2,4,424,重要深耕客户
164361,617,1,149.0,3,1,3,313,潜力客户
74104,617,1,148.0,3,1,3,313,潜力客户
99558,617,1,133.0,3,1,3,313,潜力客户
150582,604,2,218.0,3,2,3,323,潜力客户
67657,617,1,128.0,3,1,3,313,潜力客户
54986,617,1,128.0,3,1,3,313,潜力客户
64914,617,1,115.0,3,1,3,313,潜力客户
127562,617,1,99.0,3,1,3,313,潜力客户
101400,617,1,99.0,3,1,3,313,潜力客户
101114,617,1,99.0,3,1,3,313,潜力客户
81605,617,1,99.0,3,1,3,313,潜力客户
163870,617,1,99.0,3,1,3,313,潜力客户
108521,588,2,4084.0,3,2,5,325,潜力客户
141790,617,1,81.0,3,1,3,313,潜力客户
140060,596,2,197.9,3,2,3,323,潜力客户
161908,617,1,79.0,3,1,3,313,潜力客户
151982,466,3,1097.0,5,3,4,534,重要价值客户
100185,617,1,79.0,3,1,3,313,潜力客户
134456,617,1,78.0,3,1,3,313,潜力客户
89986,617,1,75.0,3,1,3,313,潜力客户
103296,617,1,69.0,3,1,3,313,潜力客户
91821,617,1,69.0,3,1,3,313,潜力客户
84843,617,1,68.0,3,1,3,313,潜力客户
77181,570,2,74.5,4,2,3,423,重要深耕客户
143015,554,2,112.0,4,2,3,423,重要深耕客户
153555,617,1,59.0,3,1,2,312,潜力客户
95169,617,1,59.0,3,1,2,312,潜力客户
66340,458,2,82.9,5,2,3,523,重要价值客户
136891,617,1,55.0,3,1,2,312,潜力客户
98080,617,1,51.0,3,1,2,312,潜力客户
54223,617,1,45.0,3,1,2,312,潜力客户
136265,617,1,43.0,3,1,2,312,潜力客户
156108,617,1,39.0,3,1,2,312,潜力客户
102393,617,1,39.0,3,1,2,312,潜力客户
71655,617,1,39.0,3,1,2,312,潜力客户
61652,496,2,137.0,5,2,3,523,重要价值客户
69801,617,1,38.0,3,1,2,312,潜力客户
62602,617,1,34.5,3,1,2,312,潜力客户
147953,617,1,32.0,3,1,2,312,潜力客户
69008,456,2,41.8,5,2,2,522,重要价值客户
75488,617,1,29.0,3,1,2,312,潜力客户
147062,545,2,2018.0,4,2,4,424,重要深耕客户
134070,491,2,315.0,5,2,4,524,重要价值客户
128500,617,1,29.0,3,1,2,312,潜力客户
78149,617,1,28.9,3,1,2,312,潜力客户
136075,617,1,27.9,3,1,2,312,潜力客户
164489,617,1,23.9,3,1,2,312,潜力客户
149326,617,1,22.9,3,1,2,312,潜力客户
91930,617,1,21.9,3,1,2,312,潜力客户
86281,617,1,21.0,3,1,2,312,潜力客户
95375,495,2,43.8,5,2,2,522,重要价值客户
78463,617,1,19.9,3,1,2,312,潜力客户
134849,617,1,19.9,3,1,2,312,潜力客户
114529,617,1,19.9,3,1,2,312,潜力客户
145160,583,2,27.7,3,2,2,322,潜力客户
87710,617,1,19.9,3,1,2,312,潜力客户
120150,617,1,19.9,3,1,2,312,潜力客户
109808,617,1,18.9,3,1,2,312,潜力客户
116265,507,2,21.3,5,2,2,522,重要价值客户
90205,495,3,3927.4,5,3,5,535,重要价值客户
149982,617,1,14.0,3,1,1,311,潜力客户
91033,617,1,13.9,3,1,1,311,潜力客户
61291,617,1,13.9,3,1,1,311,潜力客户
99632,617,1,13.9,3,1,1,311,潜力客户
119882,617,1,13.2,3,1,1,311,潜力客户
124025,617,1,11.0,3,1,1,311,潜力客户
87861,586,2,2709.9,3,2,5,325,潜力客户
102591,617,1,9.9,3,1,1,311,潜力客户
141511,617,1,9.9,3,1,1,311,潜力客户
66563,617,1,9.9,3,1,1,311,潜力客户
83843,617,1,9.9,3,1,1,311,潜力客户
70700,617,1,9.9,3,1,1,311,潜力客户
123913,617,1,9.9,3,1,1,311,潜力客户
135707,617,1,9.9,3,1,1,311,潜力客户
137918,617,1,9.8,3,1,1,311,潜力客户
149087,549,2,19.700000000000003,4,2,2,422,重要深耕客户
164158,617,1,9.8,3,1,1,311,潜力客户
122607,532,2,208.0,4,2,3,423,重要深耕客户
80792,602,2,19.9,3,2,2,322,潜力客户
136278,617,1,8.9,3,1,1,311,潜力客户
157313,499,2,63.9,5,2,3,523,重要价值客户
60676,617,1,8.9,3,1,1,311,潜力客户
150753,617,1,8.9,3,1,1,311,潜力客户
51826,479,2,26.5,5,2,2,522,重要价值客户
87147,617,1,6.8,3,1,1,311,潜力客户
114539,617,1,6.8,3,1,1,311,潜力客户
130914,617,1,6.8,3,1,1,311,潜力客户
61388,570,2,3705.0,4,2,5,425,重要深耕客户
146463,617,1,4.2,3,1,1,311,潜力客户
122274,617,1,2.9,3,1,1,311,潜力客户
107647,563,2,8258.0,4,2,5,425,重要深耕客户
91016,514,2,7299.9,5,2,5,525,重要价值客户
87911,616,1,5299.0,3,1,5,315,潜力客户
61412,616,1,4899.0,3,1,5,315,潜力客户
68430,616,1,4399.0,3,1,5,315,潜力客户
65778,616,1,4199.0,3,1,5,315,潜力客户
136743,616,1,4088.0,3,1,5,315,潜力客户
120891,616,1,3999.0,3,1,5,315,潜力客户
52026,616,1,3599.0,3,1,5,315,潜力客户
158437,616,1,3444.0,3,1,5,315,潜力客户
63662,531,2,3387.9,4,2,5,425,重要深耕客户
60775,616,1,3099.0,3,1,5,315,潜力客户
65927,610,2,5098.0,3,2,5,325,潜力客户
126967,566,2,2985.0,4,2,5,425,重要深耕客户
152892,616,1,2474.0,3,1,5,315,潜力客户
164154,616,1,1899.0,3,1,4,314,潜力客户
55267,616,1,1889.0,3,1,4,314,潜力客户
126468,616,1,1788.0,3,1,4,314,潜力客户
76501,616,1,1699.0,3,1,4,314,潜力客户
163177,616,1,1488.0,3,1,4,314,潜力客户
82587,616,1,1186.0,3,1,4,314,潜力客户
158998,610,2,1147.0,3,2,4,324,潜力客户
69140,616,1,939.0,3,1,4,314,潜力客户
161025,616,1,899.0,3,1,4,314,潜力客户
59107,616,1,888.0,3,1,4,314,潜力客户
164051,616,1,759.0,3,1,4,314,潜力客户
102142,616,1,759.0,3,1,4,314,潜力客户
161618,616,1,690.0,3,1,4,314,潜力客户
71692,616,1,629.0,3,1,4,314,潜力客户
88789,616,1,579.0,3,1,4,314,潜力客户
94175,616,1,548.0,3,1,4,314,潜力客户
136418,616,1,528.0,3,1,4,314,潜力客户
103047,616,1,456.0,3,1,4,314,潜力客户
67868,616,1,428.0,3,1,4,314,潜力客户
60785,616,1,399.0,3,1,4,314,潜力客户
111141,616,1,349.0,3,1,4,314,潜力客户
121142,481,2,1938.0,5,2,4,524,重要价值客户
156836,580,2,361.9,4,2,4,424,重要深耕客户
160668,616,1,269.0,3,1,3,313,潜力客户
101179,591,2,250.9,3,2,3,323,潜力客户
60378,616,1,238.0,3,1,3,313,潜力客户
65118,616,1,198.0,3,1,3,313,潜力客户
143719,616,1,179.0,3,1,3,313,潜力客户
143889,616,1,179.0,3,1,3,313,潜力客户
129738,616,1,159.0,3,1,3,313,潜力客户
82575,522,2,168.0,4,2,3,423,重要深耕客户
77095,616,1,148.0,3,1,3,313,潜力客户
67520,616,1,125.0,3,1,3,313,潜力客户
76010,488,3,916.9,5,3,4,534,重要价值客户
137750,616,1,108.0,3,1,3,313,潜力客户
93383,498,3,2296.0,5,3,5,535,重要价值客户
62565,616,1,99.0,3,1,3,313,潜力客户
117993,616,1,98.0,3,1,3,313,潜力客户
146497,616,1,89.0,3,1,3,313,潜力客户
149722,616,1,78.0,3,1,3,313,潜力客户
57026,616,1,78.0,3,1,3,313,潜力客户
135847,616,1,76.8,3,1,3,313,潜力客户
89420,616,1,64.0,3,1,3,313,潜力客户
124807,616,1,59.0,3,1,2,312,潜力客户
58927,616,1,59.0,3,1,2,312,潜力客户
93343,616,1,59.0,3,1,2,312,潜力客户
62481,550,2,3658.0,4,2,5,425,重要深耕客户
84920,616,1,55.0,3,1,2,312,潜力客户
55163,616,1,53.0,3,1,2,312,潜力客户
141692,570,2,448.9,4,2,4,424,重要深耕客户
131522,601,2,148.0,3,2,3,323,潜力客户
99964,616,1,49.0,3,1,2,312,潜力客户
128361,566,2,58.8,4,2,2,422,重要深耕客户
92562,616,1,39.0,3,1,2,312,潜力客户
64365,530,2,42.199999999999996,4,2,2,422,重要深耕客户
102795,616,1,32.0,3,1,2,312,潜力客户
72617,616,1,29.0,3,1,2,312,潜力客户
92033,616,1,29.0,3,1,2,312,潜力客户
132006,616,1,26.9,3,1,2,312,潜力客户
105947,613,2,46.9,3,2,2,322,潜力客户
86646,459,2,26.799999999999997,5,2,2,522,重要价值客户
156847,616,1,19.0,3,1,2,312,潜力客户
122155,616,1,18.9,3,1,2,312,潜力客户
92048,540,2,817.8,4,2,4,424,重要深耕客户
61066,616,1,18.2,3,1,2,312,潜力客户
152208,616,1,16.6,3,1,2,312,潜力客户
90123,616,1,16.0,3,1,2,312,潜力客户
137247,512,2,65.9,5,2,3,523,重要价值客户
133051,562,2,113.7,4,2,3,423,重要深耕客户
82172,544,2,182.9,4,2,3,423,重要深耕客户
69155,524,2,72.9,4,2,3,423,重要深耕客户
70268,616,1,13.9,3,1,1,311,潜力客户
100718,616,1,13.8,3,1,1,311,潜力客户
99528,616,1,12.0,3,1,1,311,潜力客户
131184,616,1,12.0,3,1,1,311,潜力客户
153689,555,2,1279.9,4,2,4,424,重要深耕客户
56513,616,1,11.2,3,1,1,311,潜力客户
156696,616,1,11.0,3,1,1,311,潜力客户
96300,616,1,10.9,3,1,1,311,潜力客户
119327,616,1,10.0,3,1,1,311,潜力客户
73609,601,2,438.0,3,2,4,324,潜力客户
145780,616,1,9.9,3,1,1,311,潜力客户
66314,616,1,9.9,3,1,1,311,潜力客户
158175,530,2,108.9,4,2,3,423,重要深耕客户
87684,616,1,9.9,3,1,1,311,潜力客户
145935,490,2,21.8,5,2,2,522,重要价值客户
58070,616,1,9.9,3,1,1,311,潜力客户
115416,616,1,9.9,3,1,1,311,潜力客户
85434,474,2,58.9,5,2,2,522,重要价值客户
153444,456,2,38.9,5,2,2,522,重要价值客户
142158,616,1,9.9,3,1,1,311,潜力客户
114827,519,2,3308.9,4,2,5,425,重要深耕客户
157743,616,1,9.9,3,1,1,311,潜力客户
94718,616,1,9.9,3,1,1,311,潜力客户
68070,616,1,9.9,3,1,1,311,潜力客户
107185,616,1,9.8,3,1,1,311,潜力客户
159541,616,1,9.8,3,1,1,311,潜力客户
152194,616,1,9.0,3,1,1,311,潜力客户
77896,616,1,8.9,3,1,1,311,潜力客户
162012,616,1,8.9,3,1,1,311,潜力客户
149025,616,1,8.9,3,1,1,311,潜力客户
141852,616,1,8.9,3,1,1,311,潜力客户
126124,589,2,18.9,3,2,2,322,潜力客户
154553,616,1,7.9,3,1,1,311,潜力客户
122442,616,1,7.8,3,1,1,311,潜力客户
85009,616,1,7.8,3,1,1,311,潜力客户
113289,616,1,6.8,3,1,1,311,潜力客户
133368,616,1,6.3,3,1,1,311,潜力客户
82811,616,1,6.3,3,1,1,311,潜力客户
52381,616,1,6.3,3,1,1,311,潜力客户
117910,616,1,6.0,3,1,1,311,潜力客户
114953,561,2,105.0,4,2,3,423,重要深耕客户
52129,616,1,6.0,3,1,1,311,潜力客户
82495,520,2,24.0,4,2,2,422,重要深耕客户
154482,616,1,3.9,3,1,1,311,潜力客户
108747,491,2,321.9,5,2,4,524,重要价值客户
54339,616,1,2.9,3,1,1,311,潜力客户
81493,464,2,12.4,5,2,1,521,重要价值客户
89082,616,1,0.5,3,1,1,311,潜力客户
148228,523,2,50.4,4,2,2,422,重要深耕客户
128866,615,1,6299.0,3,1,5,315,潜力客户
60168,615,1,4499.0,3,1,5,315,潜力客户
115334,536,2,4208.9,4,2,5,425,重要深耕客户
131031,615,1,3999.0,3,1,5,315,潜力客户
127842,615,1,3988.0,3,1,5,315,潜力客户
80821,615,1,3899.0,3,1,5,315,潜力客户
114338,615,1,3899.0,3,1,5,315,潜力客户
140335,615,1,3599.0,3,1,5,315,潜力客户
122783,493,2,3543.0,5,2,5,525,重要价值客户
94214,615,1,3399.0,3,1,5,315,潜力客户
125704,503,2,9587.0,5,2,5,525,重要价值客户
101217,615,1,3288.0,3,1,5,315,潜力客户
115826,615,1,2899.0,3,1,5,315,潜力客户
118136,615,1,2726.0,3,1,5,315,潜力客户
54929,615,1,2699.0,3,1,5,315,潜力客户
78638,524,3,2646.6,4,3,5,435,重要深耕客户
157400,492,2,2509.9,5,2,5,525,重要价值客户
114339,615,1,2488.0,3,1,5,315,潜力客户
161561,615,1,2429.0,3,1,5,315,潜力客户
107023,615,1,2399.0,3,1,5,315,潜力客户
54892,615,1,2298.0,3,1,5,315,潜力客户
99071,529,2,2213.5,4,2,4,424,重要深耕客户
101818,615,1,2199.0,3,1,4,314,潜力客户
143145,615,1,2199.0,3,1,4,314,潜力客户
151887,615,1,2188.0,3,1,4,314,潜力客户
115668,615,1,1999.0,3,1,4,314,潜力客户
136580,615,1,1899.0,3,1,4,314,潜力客户
159152,615,1,1889.0,3,1,4,314,潜力客户
79930,615,1,1699.0,3,1,4,314,潜力客户
100575,615,1,1549.0,3,1,4,314,潜力客户
123353,615,1,1329.0,3,1,4,314,潜力客户
135761,615,1,849.0,3,1,4,314,潜力客户
136467,506,2,798.9,5,2,4,524,重要价值客户
125002,615,1,678.0,3,1,4,314,潜力客户
76744,615,1,559.0,3,1,4,314,潜力客户
141004,615,1,399.0,3,1,4,314,潜力客户
96972,615,1,319.0,3,1,4,314,潜力客户
161594,615,1,318.0,3,1,4,314,潜力客户
80099,615,1,299.0,3,1,3,313,潜力客户
118823,596,2,3898.0,3,2,5,325,潜力客户
84534,615,1,299.0,3,1,3,313,潜力客户
63857,615,1,299.0,3,1,3,313,潜力客户
103946,615,1,298.0,3,1,3,313,潜力客户
94232,615,1,239.0,3,1,3,313,潜力客户
103789,615,1,229.0,3,1,3,313,潜力客户
143383,615,1,219.0,3,1,3,313,潜力客户
120742,615,1,219.0,3,1,3,313,潜力客户
80776,615,1,199.0,3,1,3,313,潜力客户
95872,615,1,199.0,3,1,3,313,潜力客户
71931,525,2,204.9,4,2,3,423,重要深耕客户
146182,496,2,237.0,5,2,3,523,重要价值客户
110672,615,1,169.0,3,1,3,313,潜力客户
127820,615,1,169.0,3,1,3,313,潜力客户
79746,615,1,116.1,3,1,3,313,潜力客户
130536,509,2,116.8,5,2,3,523,重要价值客户
155950,615,1,99.0,3,1,3,313,潜力客户
116174,615,1,99.0,3,1,3,313,潜力客户
52135,615,1,99.0,3,1,3,313,潜力客户
164420,615,1,79.9,3,1,3,313,潜力客户
124546,615,1,79.0,3,1,3,313,潜力客户
114359,615,1,78.0,3,1,3,313,潜力客户
66895,615,1,69.0,3,1,3,313,潜力客户
69391,615,1,67.0,3,1,3,313,潜力客户
101473,615,1,66.0,3,1,3,313,潜力客户
58295,458,2,158.9,5,2,3,523,重要价值客户
151618,615,1,59.0,3,1,2,312,潜力客户
60764,615,1,59.0,3,1,2,312,潜力客户
136271,615,1,59.0,3,1,2,312,潜力客户
125173,543,3,2547.0,4,3,5,435,重要深耕客户
129629,615,1,59.0,3,1,2,312,潜力客户
121160,615,1,57.8,3,1,2,312,潜力客户
91928,615,1,49.0,3,1,2,312,潜力客户
88060,615,1,46.9,3,1,2,312,潜力客户
123790,507,2,293.0,5,2,3,523,重要价值客户
156201,464,2,46.8,5,2,2,522,重要价值客户
61846,615,1,39.0,3,1,2,312,潜力客户
141064,504,2,2625.0,5,2,5,525,重要价值客户
137641,615,1,39.0,3,1,2,312,潜力客户
137563,615,1,39.0,3,1,2,312,潜力客户
115513,615,1,32.0,3,1,2,312,潜力客户
93409,615,1,29.9,3,1,2,312,潜力客户
100485,615,1,29.9,3,1,2,312,潜力客户
87716,521,3,102.80000000000001,4,3,3,433,重要深耕客户
145944,615,1,23.0,3,1,2,312,潜力客户
161947,615,1,23.0,3,1,2,312,潜力客户
133877,545,2,66.8,4,2,3,423,重要深耕客户
116987,615,1,21.9,3,1,2,312,潜力客户
65602,615,1,21.9,3,1,2,312,潜力客户
126822,588,2,41.8,3,2,2,322,潜力客户
104423,615,1,21.9,3,1,2,312,潜力客户
91911,484,2,1218.9,5,2,4,524,重要价值客户
73143,513,2,3318.9,5,2,5,525,重要价值客户
107515,615,1,19.9,3,1,2,312,潜力客户
106435,615,1,19.9,3,1,2,312,潜力客户
132947,615,1,19.9,3,1,2,312,潜力客户
94020,615,1,18.9,3,1,2,312,潜力客户
139706,615,1,18.8,3,1,2,312,潜力客户
88390,517,2,26.9,4,2,2,422,重要深耕客户
162294,615,1,18.0,3,1,2,312,潜力客户
164863,615,1,17.9,3,1,2,312,潜力客户
135075,615,1,16.0,3,1,2,312,潜力客户
85228,609,2,30.9,3,2,2,322,潜力客户
83317,615,1,13.9,3,1,1,311,潜力客户
113834,615,1,13.9,3,1,1,311,潜力客户
95184,615,1,13.9,3,1,1,311,潜力客户
163592,527,2,2612.0,4,2,5,425,重要深耕客户
108758,615,1,12.9,3,1,1,311,潜力客户
146960,615,1,12.0,3,1,1,311,潜力客户
51620,615,1,11.9,3,1,1,311,潜力客户
89827,615,1,11.9,3,1,1,311,潜力客户
130406,615,1,11.0,3,1,1,311,潜力客户
81661,552,2,1407.9,4,2,4,424,重要深耕客户
136500,615,1,9.9,3,1,1,311,潜力客户
156264,615,1,9.9,3,1,1,311,潜力客户
78510,615,1,9.9,3,1,1,311,潜力客户
105131,519,2,1898.9,4,2,4,424,重要深耕客户
145279,615,1,9.9,3,1,1,311,潜力客户
146398,615,1,9.9,3,1,1,311,潜力客户
76498,615,1,9.9,3,1,1,311,潜力客户
126593,615,1,9.9,3,1,1,311,潜力客户
93678,615,1,9.9,3,1,1,311,潜力客户
63728,535,2,15.8,4,2,2,422,重要深耕客户
57625,615,1,9.0,3,1,1,311,潜力客户
109019,615,1,9.0,3,1,1,311,潜力客户
69073,615,1,9.0,3,1,1,311,潜力客户
75266,615,1,7.8,3,1,1,311,潜力客户
53483,615,1,6.8,3,1,1,311,潜力客户
138889,591,2,175.3,3,2,3,323,潜力客户
139410,615,1,6.0,3,1,1,311,潜力客户
69000,615,1,6.0,3,1,1,311,潜力客户
131519,497,2,21.0,5,2,2,522,重要价值客户
55568,615,1,5.9,3,1,1,311,潜力客户
119149,615,1,5.9,3,1,1,311,潜力客户
83256,615,1,5.9,3,1,1,311,潜力客户
115754,615,1,4.0,3,1,1,311,潜力客户
124177,615,1,0.5,3,1,1,311,潜力客户
135917,615,1,0.5,3,1,1,311,潜力客户
161767,614,1,13666.0,3,1,5,315,潜力客户
69557,482,2,10598.0,5,2,5,525,重要价值客户
